tx	gene_id	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUST00000167776	ENSMUSG00000024642	1.334758	0.553141	0.897861	0.689493	0.735381	0.554604	0.463431	1.082709	0.627441
ENSMUST00000025546	ENSMUSG00000024644	25.273362	25.283865	20.556545	26.509559	23.862339	28.831154	21.952605	24.103542	21.825143
ENSMUST00000168419	ENSMUSG00000024644	0.370247	0.752457	4.987533	1.91837	0	0.700522	2.644503	2.616527	0
ENSMUST00000025547	ENSMUSG00000024645	20.624049	20.576347	20.07635	20.157159	20.00484	19.48314	19.147971	17.576282	13.747717
ENSMUST00000025549	ENSMUSG00000024646	687.993787	738.622137	799.22257	710.768238	756.566276	848.904555	434.628364	553.934748	571.864563
ENSMUST00000159837	ENSMUSG00000024646	6.222258	4.349926	9.822497	3.231658	4.807436	7.593397	3.402389	5.823903	6.183886
ENSMUST00000159846	ENSMUSG00000024646	3.207985	8.210264	8.32263	3.677163	2.080995	6.489766	4.541697	3.26731	5.081306
ENSMUST00000160180	ENSMUSG00000024646	334.780639	359.68827	412.512974	341.09284	342.657153	408.32346	251.957651	253.372321	324.042872
ENSMUST00000163083	ENSMUSG00000024646	966.708619	949.621761	1131.324518	906.169968	945.849296	979.502732	689.825554	715.239598	800.82324
ENSMUST00000068423	ENSMUSG00000024647	0	0	0	0	0	0	0	0	0
ENSMUST00000122079	ENSMUSG00000024647	0	0	0	0	0	0	0	0	0
ENSMUST00000122464	ENSMUSG00000024647	0	0	0	0	0	0	0	0	0
ENSMUST00000169470	ENSMUSG00000024647	0	0	0	0	0	0	0	0	0
ENSMUST00000010250	ENSMUSG00000024650	0	0	0	0	0	0	0	0	0
ENSMUST00000025554	ENSMUSG00000024653	0	0	0	0	0	0	0	0	0
ENSMUST00000049948	ENSMUSG00000024654	4.690552	3.781341	4.28823	5.747345	5.029911	4.750397	3.861138	3.772621	3.139357
ENSMUST00000150353	ENSMUSG00000024654	0	0.842754	1.458249	5.416493	0	0	0	0	0
ENSMUST00000142025	ENSMUSG00000024658	0	0	0	0	0	0	0	0	0
ENSMUST00000025561	ENSMUSG00000024659	0.764396	0.69017	1.629162	1.861348	2.184332	1.731036	2.723174	2.677635	1.656285
ENSMUST00000163902	ENSMUSG00000024659	0	0.755593	0	0	0	0	0	0	0
ENSMUST00000164587	ENSMUSG00000024659	1.350118	0.631568	0.74747	0	0.650422	0	0	0	0
ENSMUST00000165518	ENSMUSG00000024659	0	0	0	0	0	0	0	0	0
ENSMUST00000167668	ENSMUSG00000024659	0	0	0	0	0	0	0	0	0
ENSMUST00000168020	ENSMUSG00000024659	0	0	0	0	0	0	0	0	0
ENSMUST00000171423	ENSMUSG00000024659	0	0	0	0	0	0	0	0	0
ENSMUST00000025562	ENSMUSG00000024660	0.376083	0.568422	0.247674	0.499695	0.569817	0.936058	0.57425	0.566285	0.458966
ENSMUST00000025563	ENSMUSG00000024661	2779.374984	2736.217929	2792.923496	2446.024531	2473.806605	3507.965793	1814.863818	2013.727109	1874.996721
ENSMUST00000113161	ENSMUSG00000024663	0	1.719144	1.330302	0	0	0.856511	2.221674	0.153682	0.530218
ENSMUST00000117641	ENSMUSG00000024663	0.864604	0	0	2.175851	1.469165	0.274513	0	1.043543	0.208711
ENSMUST00000121418	ENSMUSG00000024663	0	0	0	0.1638	0.105867	0.269885	0	0	0
ENSMUST00000129882	ENSMUSG00000024663	0	0	0	0	0.215181	0	0	0	0.091017
ENSMUST00000131407	ENSMUSG00000024663	0	0	0	0	0	0	0	0	0
ENSMUST00000137637	ENSMUSG00000024663	0	0	0	0	0	0	0	0	0
ENSMUST00000144788	ENSMUSG00000024663	0.783881	0	0.393947	0	0	0	0	0	0
ENSMUST00000149967	ENSMUSG00000024663	0	0	0	0	0	0	0	0	0
ENSMUST00000115995	ENSMUSG00000024664	0.23842	0.762997	0.438749	1.374151	1.041949	0.856648	0.772971	0.968497	0.53148
ENSMUST00000025567	ENSMUSG00000024665	212.581665	204.016552	207.988498	345.184846	365.024269	297.141023	491.414414	505.877353	334.062432
ENSMUST00000025568	ENSMUSG00000024666	0.693966	0.742778	1.360831	1.002322	1.444257	1.2039	1.303857	1.068706	1.02145
ENSMUST00000025569	ENSMUSG00000024667	1.444097	0.334765	0	0.299598	0.24009	0	0	0	0.16987
ENSMUST00000059582	ENSMUSG00000024667	3.07032	1.459223	3.77089	3.432547	4.782205	3.732163	5.055984	3.301198	2.691626
ENSMUST00000123788	ENSMUSG00000024667	0	0	0	0	0	0.236122	0.58008	0	0
ENSMUST00000131205	ENSMUSG00000024667	0	0	0	0	0	0	0	0	0
ENSMUST00000145210	ENSMUSG00000024667	0	0	0.334021	0	0	0	0	0	0
ENSMUST00000154383	ENSMUSG00000024667	0	2.286304	0.228591	2.276657	0.445611	0.888393	0	0.58504	0.905026
ENSMUST00000025570	ENSMUSG00000024668	11.0493	11.559645	11.399786	11.56895	9.618681	10.840792	8.794169	9.220159	8.400763
ENSMUST00000025571	ENSMUSG00000024669	0	0	0.044836	0.090132	0	0.033032	0	0.028877	0.089513
ENSMUST00000025572	ENSMUSG00000024670	0	0	0	0.056256	0	0	0	0.107897	0.028065
ENSMUST00000039043	ENSMUSG00000024670	0.078334	0.149778	0.031647	0	0	0	0	0	0
ENSMUST00000080292	ENSMUSG00000024670	0	0	0	0	0	0.064216	0	0	0
ENSMUST00000173613	ENSMUSG00000024670	0	0	0	0	0	0	0	0	0
ENSMUST00000174176	ENSMUSG00000024670	0	0	0	0	0	0	0	0	0
ENSMUST00000025574	ENSMUSG00000024672	0	0	0	0	0	0	0	0	0
ENSMUST00000056035	ENSMUSG00000024672	0	0.442452	0.274396	0	0.330279	0	0	0	0
ENSMUST00000067532	ENSMUSG00000024672	0.404912	0	0	0.21898	0	0.124086	0	0.358197	0
ENSMUST00000159269	ENSMUSG00000024672	0	0	0	0	0	0	0	0	0
ENSMUST00000162785	ENSMUSG00000024672	0	0	0	0	0	0	0.048598	0	0
ENSMUST00000169159	ENSMUSG00000024673	0	0.103238	0.063539	0	0.127635	0	0	0	0.020368
ENSMUST00000185851	ENSMUSG00000024673	0.047972	0	0	0.052357	0	0	0	0	0.02497
ENSMUST00000187379	ENSMUSG00000024673	0	0	0	0	0	0	0	0	0
ENSMUST00000072729	ENSMUSG00000024675	0	0	0.06329	0	0	0.049684	0	0.039358	0.080582
ENSMUST00000119366	ENSMUSG00000024675	0	0	0	0	0	0	0	0	0
ENSMUST00000153546	ENSMUSG00000024675	0	0	0	0	0	0	0	0	0
ENSMUST00000025580	ENSMUSG00000024677	0.930183	0.050641	0.224199	0.292059	0.632621	0	0.176839	0.454815	0.187129
ENSMUST00000159587	ENSMUSG00000024677	0	0	0.675015	0.988245	0	0.803389	1.044808	0.644122	0
ENSMUST00000161157	ENSMUSG00000024677	0	0	0	0.103957	0.044425	0.020719	0	0.017453	0
ENSMUST00000161283	ENSMUSG00000024677	0	0	0	0	0	0	0	0	0
ENSMUST00000163078	ENSMUSG00000024677	0	0	0	0.148066	0	0.237113	0.092264	0	0.13225
ENSMUST00000025581	ENSMUSG00000024678	2.555468	2.071639	4.183299	3.517532	2.224389	2.893406	4.556206	3.330625	3.007611
ENSMUST00000025582	ENSMUSG00000024679	1.124896	0.525147	1.731244	1.529706	1.697849	0.807438	2.845042	1.280676	0.636521
ENSMUST00000125291	ENSMUSG00000024679	0	0	0	0	0	0	0	0	0
ENSMUST00000135351	ENSMUSG00000024679	0	2.428379	0	0	0	0	0	0	0
ENSMUST00000155669	ENSMUSG00000024679	0	0	0	0	0	0	0	0	0
ENSMUST00000025583	ENSMUSG00000024680	0	0	0	0	0	0	0	0	0
ENSMUST00000164792	ENSMUSG00000024680	0	0	0	0	0	0	0	0	0
ENSMUST00000186413	ENSMUSG00000024680	0	0	0	0	0	0	0	0	0
ENSMUST00000186978	ENSMUSG00000024680	0	0	0	0	0	0	0	0	0
ENSMUST00000189641	ENSMUSG00000024680	0	0	0	0	0	0	0	0	0
ENSMUST00000112984	ENSMUSG00000024681	0	0	0	0	0	0	0	0	0
ENSMUST00000186023	ENSMUSG00000024681	0	0	0	0	0	0	0	0	0
ENSMUST00000190642	ENSMUSG00000024681	0	0	0	0	0	0	0	0	0
ENSMUST00000025585	ENSMUSG00000024682	0	0	0	0	0	0	0	0	0
ENSMUST00000167199	ENSMUSG00000024683	47.331792	33.536206	37.463514	40.947443	37.117422	54.240059	33.486074	36.250631	31.948497
ENSMUST00000025590	ENSMUSG00000024687	25.061224	37.019767	35.902222	25.280519	22.255928	34.755979	24.450085	18.200679	16.590405
ENSMUST00000025595	ENSMUSG00000024691	0.740935	0.653535	0.655066	0.686804	0.692592	0.709086	0.738656	0.650496	0.615303
ENSMUST00000139270	ENSMUSG00000024691	0	0	0	0	0	0	0	0	0
ENSMUST00000144662	ENSMUSG00000024691	0	0	0	0	0	0	0	0	0
ENSMUST00000151307	ENSMUSG00000024691	0	0	0	0	0	0	0	0	0
ENSMUST00000025598	ENSMUSG00000024694	149.827229	220.87325	214.77365	248.886408	180.146245	202.573944	164.981605	180.930199	164.848652
ENSMUST00000123407	ENSMUSG00000024694	2.44434	3.729026	6.258482	8.180233	6.109818	3.163271	3.933679	1.643958	1.908268
ENSMUST00000128987	ENSMUSG00000024694	1.280068	1.061445	3.169571	4.852964	4.068694	0.88642	3.905201	2.008649	1.318465
ENSMUST00000138545	ENSMUSG00000024694	6.802005	14.980142	4.637185	8.211695	5.108762	11.260176	11.562275	2.770289	4.153936
ENSMUST00000147335	ENSMUSG00000024694	0	3.330117	0	0	0	0	0	0	0
ENSMUST00000152017	ENSMUSG00000024694	2.011531	2.089754	2.17042	0	0.973062	0.302551	0	0.276219	0.64007
ENSMUST00000154822	ENSMUSG00000024694	1.222836	0	0.968323	1.310076	1.591981	2.29796	0	1.610304	0.204142
ENSMUST00000038627	ENSMUSG00000024695	29.220264	29.983876	32.796952	33.752269	28.554495	34.281578	28.509997	22.043664	18.832454
ENSMUST00000137256	ENSMUSG00000024695	0.518208	0.275628	0.385281	0.368693	0.353521	0.618933	0.234786	0.111229	0.095086
ENSMUST00000142247	ENSMUSG00000024695	0	0.29176	0	0	0	0.096089	0	0	0.125675
ENSMUST00000025601	ENSMUSG00000024696	0.366285	0.283538	1.000375	0.835211	0.377455	0.795041	0.647045	0.787424	0.622196
ENSMUST00000025602	ENSMUSG00000024697	0.717368	0.748438	0.439884	1.09656	0.439997	0.248692	0.600029	0.576938	0.719667
ENSMUST00000025617	ENSMUSG00000024712	31.297039	29.574147	29.829121	31.107698	27.064116	30.054966	21.821278	28.364557	21.899833
ENSMUST00000136162	ENSMUSG00000024712	3.651179	0	0	0	0	0	0	0	0
ENSMUST00000146171	ENSMUSG00000024712	0	0	0	0	5.506592	0	0	0	0
ENSMUST00000025618	ENSMUSG00000024713	2.160343	1.119914	2.531612	1.719781	1.679158	2.402406	1.30417	1.28395	1.239635
ENSMUST00000050715	ENSMUSG00000024713	1.170397	0.872814	1.180378	0.594865	0.830502	1.159617	0.399196	0.657818	0.390393
ENSMUST00000025631	ENSMUSG00000024725	14.227292	13.514893	13.549791	15.658199	14.22061	15.666464	10.965461	12.963942	13.517954
ENSMUST00000138860	ENSMUSG00000024725	0	0	0	0	0	0	0	0	0
ENSMUST00000156908	ENSMUSG00000024725	0.344122	0.322815	1.360411	0.411397	0	0.46007	0.32644	0.816721	0.284736
ENSMUST00000025632	ENSMUSG00000024726	14.535893	15.124404	15.154851	13.062524	13.263872	15.913012	10.231409	11.226486	9.167599
ENSMUST00000040489	ENSMUSG00000024727	0.033937	0	0.027138	0.027488	0.010941	0	0.012481	0	0.017871
ENSMUST00000078770	ENSMUSG00000024728	0	0	0	0	0	0	0	0	0
ENSMUST00000180678	ENSMUSG00000024728	0	0	0	0	0	0	0	0	0
ENSMUST00000181284	ENSMUSG00000024728	0	0	0	0	0	0	0	0	0
ENSMUST00000181567	ENSMUSG00000024728	0	0	0	0	0	0	0	0	0
ENSMUST00000025635	ENSMUSG00000024729	0	0	0	0	0	0	0	0	0
ENSMUST00000188756	ENSMUSG00000024729	0	0	0	0	0	0	0	0	0
ENSMUST00000025636	ENSMUSG00000024730	0	0.321959	0.804789	0.405783	0.968333	0.44954	0.460578	0.313028	0.397968
ENSMUST00000187859	ENSMUSG00000024730	0	0	0	0	0	0.139163	0.333973	0.065176	0
ENSMUST00000072748	ENSMUSG00000024731	0	0	0	0	0	0	0	0	0
ENSMUST00000190246	ENSMUSG00000024731	0	0	0	0	0	0	0	0	0
ENSMUST00000191343	ENSMUSG00000024731	0	0	0	0	0	0	0	0	0
ENSMUST00000025639	ENSMUSG00000024732	3.518615	6.882643	7.02872	4.585878	5.240568	8.619013	2.641194	4.484946	3.335664
ENSMUST00000133836	ENSMUSG00000024732	0	0	0	0	0	0	0	0	0
ENSMUST00000189018	ENSMUSG00000024732	0.081561	0.137291	0.184324	0.081149	0.234329	0.184967	0	0.130217	0.114576
ENSMUST00000025641	ENSMUSG00000024734	0	0	0	0	0	0	0	0	0
ENSMUST00000168708	ENSMUSG00000024734	0	0	0	0	0	0	0	0	0
ENSMUST00000025642	ENSMUSG00000024735	67.352932	67.785959	64.095844	60.755614	56.843781	74.127021	53.452545	49.496823	43.905189
ENSMUST00000178868	ENSMUSG00000024735	0	0	0	0	0	0	0	0	0
ENSMUST00000179297	ENSMUSG00000024735	0.762483	0.737538	0.764609	0.819865	0.582483	0.959533	0.575299	0.790515	0.599785
ENSMUST00000186416	ENSMUSG00000024735	0	0	0.32823	0	0	0	0	0	0
ENSMUST00000187751	ENSMUSG00000024735	0	0	0.721466	0	0	0.34612	0	0.290492	0.131742
ENSMUST00000190275	ENSMUSG00000024735	0	0	0.843582	0	0	0.676292	0.519172	0	0.386692
ENSMUST00000191092	ENSMUSG00000024735	0	0.469012	1.823848	0.158061	0	2.258915	1.945664	0.49505	1.00175
ENSMUST00000191552	ENSMUSG00000024735	0	1.869129	0	0	0	0	0	0	0
ENSMUST00000025645	ENSMUSG00000024736	0	0	0	0	0.534587	0.0891	0	0	0.195745
ENSMUST00000120524	ENSMUSG00000024736	0.226483	0.302562	0.275726	0.51571	0	0.151394	0.323063	0.298655	0.077664
ENSMUST00000025646	ENSMUSG00000024737	1.837936	1.615766	2.035406	1.786036	1.41543	1.302198	1.46151	0.838049	0.718741
ENSMUST00000131010	ENSMUSG00000024737	0	0	1.513521	0	0	0	0	0	0
ENSMUST00000138263	ENSMUSG00000024737	0.59457	0.456666	0.282247	0.412576	0.116721	0.349147	0.182782	0.31751	0.110638
ENSMUST00000138380	ENSMUSG00000024737	0	0	0	0	0	0	0	0	0
ENSMUST00000025647	ENSMUSG00000024738	0	0	0	0	0	0	0	0	0
ENSMUST00000025649	ENSMUSG00000024740	67.897211	70.557913	69.160706	71.738378	62.152295	67.989275	69.118636	62.790903	46.538854
ENSMUST00000025651	ENSMUSG00000024742	0.801904	0	0.19846	1.047917	0.836086	2.013444	0.187091	0.95791	0.799507
ENSMUST00000116542	ENSMUSG00000024742	0	0	0.610409	0	0	1.290437	1.636688	0.472252	0
ENSMUST00000142241	ENSMUSG00000024742	1.142649	0	0.89805	0.171955	1.467653	0	0	0	0.264601
ENSMUST00000156291	ENSMUSG00000024742	0	2.139132	0	0	0	0	0	0	0
ENSMUST00000073899	ENSMUSG00000024743	0.169625	0.086559	0	0	0.173104	0	0.03714	0.211055	0.063914
ENSMUST00000076968	ENSMUSG00000024743	0	0	0	0.223637	0	0	0	0	0
ENSMUST00000169121	ENSMUSG00000024743	0	0	0.113918	0	0	0.159212	0	0	0
ENSMUST00000025656	ENSMUSG00000024747	136.800033	121.32011	116.332078	155.298957	143.891507	188.993462	115.528946	149.8665	159.877324
ENSMUST00000039500	ENSMUSG00000024749	0	0	0	0	0	0	0	0	0
ENSMUST00000025659	ENSMUSG00000024750	29.831644	27.117461	28.102181	23.151137	25.775468	26.602981	24.58575	17.016901	19.457219
ENSMUST00000133175	ENSMUSG00000024750	1.079071	0.653681	1.938892	0.780219	0.751795	1.374012	1.497702	0.598545	1.177389
ENSMUST00000141568	ENSMUSG00000024750	0.545854	0.419558	0.719676	1.032593	0.244207	0.423402	0	0.071495	0.160233
ENSMUST00000149144	ENSMUSG00000024750	5.198242	2.932333	10.644315	0.999577	2.663672	6.442207	3.850833	2.607887	3.333144
ENSMUST00000152338	ENSMUSG00000024750	0	0	0	0	0	0	0	0	0
ENSMUST00000025663	ENSMUSG00000024754	2.78569	2.140036	2.489674	0	2.816739	2.574801	1.352663	0	1.00059
ENSMUST00000096194	ENSMUSG00000024754	0	0	0.394344	1.789489	0	0.149123	0.631881	1.709067	0
ENSMUST00000025666	ENSMUSG00000024757	0	0	0	0	0	0	0	0	0
ENSMUST00000138317	ENSMUSG00000024757	0	0	0	0	0	0	0	0	0
ENSMUST00000141771	ENSMUSG00000024757	0	0	0	0	0	0	0	0	0
ENSMUST00000025667	ENSMUSG00000024758	39.13004	46.190255	38.776757	42.635369	42.152949	46.963724	34.373532	35.152131	30.207776
ENSMUST00000065304	ENSMUSG00000024758	0	0	0	0	0	0.070514	0	0	0
ENSMUST00000088169	ENSMUSG00000024758	11.191355	8.715044	12.70953	9.54334	5.431168	7.216342	5.077501	4.164288	3.952772
ENSMUST00000088171	ENSMUSG00000024758	0.29577	0.185758	0.263528	0.226535	0.02175	0	0.302248	0.212401	0.13198
ENSMUST00000025668	ENSMUSG00000024759	27.273775	25.69053	30.14436	28.035215	26.860842	26.058245	25.936807	18.541325	14.854992
ENSMUST00000170373	ENSMUSG00000024759	0.273356	0	0	0	0.469904	0	0	0	0.174496
ENSMUST00000025669	ENSMUSG00000024761	0	0	0	0	0	0	0	0	0
ENSMUST00000025675	ENSMUSG00000024764	3.676965	4.232432	3.749272	4.255918	3.81616	3.693172	2.592567	3.636249	2.458418
ENSMUST00000025694	ENSMUSG00000024766	0.740277	1.100967	0.559022	0.748561	0.751889	1.057509	0.457296	0.953353	0.596422
ENSMUST00000112508	ENSMUSG00000024766	0	0	0	0	0	0	0	0	0
ENSMUST00000133269	ENSMUSG00000024766	0	0	0	0	0	0	1.462548	0	0
ENSMUST00000145807	ENSMUSG00000024766	0	0	0	0	0	0	0	0	0
ENSMUST00000025679	ENSMUSG00000024767	21.674807	25.725901	23.273055	19.207417	20.256979	20.433711	15.636158	16.408344	18.479381
ENSMUST00000123594	ENSMUSG00000024767	0	0	0	0	0	0	0	0	0
ENSMUST00000123743	ENSMUSG00000024767	0.532011	0	0.902768	0	0.36624	0.339657	0.431806	0.829452	0.294076
ENSMUST00000127241	ENSMUSG00000024767	0.891039	0	0.222519	0.146152	0	0.339444	0.199612	0.140535	0.736964
ENSMUST00000142085	ENSMUSG00000024767	0	0	0	0	0	0	0	0	0.769023
ENSMUST00000025680	ENSMUSG00000024768	0	0	0	0	0	0	0	0	0
ENSMUST00000025681	ENSMUSG00000024769	4.699196	3.342307	3.802516	4.648085	3.987581	5.10967	4.161998	3.53202	2.574831
ENSMUST00000141854	ENSMUSG00000024769	0	0	0	0	0	0	0	0	0
ENSMUST00000025682	ENSMUSG00000024770	0	0	0	0	0	0	0	0	0
ENSMUST00000126710	ENSMUSG00000024770	0	0	0	0	0	0	0	0	0
ENSMUST00000148821	ENSMUSG00000024770	0	0	0	0	0	0	0	0	0
ENSMUST00000054260	ENSMUSG00000024771	0	0	0	0	0	0	0	0	0
ENSMUST00000025684	ENSMUSG00000024772	15.996535	13.336366	12.431802	15.31416	13.179814	16.664098	14.619613	13.762149	11.349248
ENSMUST00000148547	ENSMUSG00000024772	0	0	0	0	0	0	0	0	0
ENSMUST00000165797	ENSMUSG00000024772	9.992226	7.703832	10.686309	5.866253	5.689995	13.217956	11.204575	11.195852	0
ENSMUST00000171203	ENSMUSG00000024772	2.534951	0	0	0	0	0	0	0	0
ENSMUST00000045351	ENSMUSG00000024773	6.97295	6.594461	5.719214	7.111269	9.12297	7.511802	8.755217	4.681886	2.688087
ENSMUST00000135018	ENSMUSG00000024773	0	0.434014	0	0	0	0	0	0	0
ENSMUST00000143053	ENSMUSG00000024773	0	0.158033	0.211746	0.581267	0.161165	0	0	0	0.285672
ENSMUST00000145600	ENSMUSG00000024773	0.933804	3.275988	2.805388	0.633693	0.288792	1.999958	0	3.246062	3.564162
ENSMUST00000151079	ENSMUSG00000024773	0	0.075269	0.358664	0.061634	0.090765	0.272986	0	0	0.669841
ENSMUST00000025686	ENSMUSG00000024774	0	0	0	0	0	0	0	0	0
ENSMUST00000159887	ENSMUSG00000024774	0	0	0	0	0	0	0	0	0
ENSMUST00000054956	ENSMUSG00000024776	0.060046	0	0.145049	0.485537	0.038419	0	0	0	0.091817
ENSMUST00000119603	ENSMUSG00000024776	0	0.197019	0	0	0	0.075487	0.149571	0.236439	0
ENSMUST00000125232	ENSMUSG00000024776	0	0	0	0	0.017748	0.039926	0.108377	0	0.016021
ENSMUST00000129535	ENSMUSG00000024776	0	0	0	0	0	0	0	0.670815	0
ENSMUST00000130756	ENSMUSG00000024776	0	0	0	0	0	0	0	0	0
ENSMUST00000025695	ENSMUSG00000024777	6.028942	6.577916	6.954376	6.600605	6.627218	6.578292	6.64519	4.515146	4.47
ENSMUST00000148693	ENSMUSG00000024777	0	2.183825	0	0	0	0	0	0	0
ENSMUST00000153155	ENSMUSG00000024777	0	0.940701	0	0	0.457722	1.336725	0	0.37603	0
ENSMUST00000025691	ENSMUSG00000024778	17.259977	14.733436	13.811036	13.725092	12.009931	13.825521	8.671689	13.585776	11.436677
ENSMUST00000112472	ENSMUSG00000024778	1.612115	0.263969	2.337674	1.131841	1.866506	1.238492	3.455952	1.491709	0.948822
ENSMUST00000050148	ENSMUSG00000024780	22.914162	25.511571	23.003575	21.144832	18.508427	21.359745	19.557905	15.889704	12.868926
ENSMUST00000049572	ENSMUSG00000024781	124.105474	120.026971	120.713245	135.466434	124.077161	110.113805	138.996433	103.604233	86.136458
ENSMUST00000178114	ENSMUSG00000024781	7.903706	10.668526	1.008049	10.008495	15.520918	12.524437	3.589451	9.886703	9.855745
ENSMUST00000025696	ENSMUSG00000024782	208.795742	211.433081	223.429738	210.305635	221.46339	200.81201	186.450311	161.166765	160.334182
ENSMUST00000125587	ENSMUSG00000024782	3.812737	3.561709	2.052424	1.370578	3.512285	2.348233	1.877133	1.521076	2.242345
ENSMUST00000025698	ENSMUSG00000024784	0	0	0	0	0	0	0	0	0
ENSMUST00000113526	ENSMUSG00000024784	0	0	0	0	0	0	0	0	0
ENSMUST00000064393	ENSMUSG00000024785	66.601538	67.01152	61.313697	55.572614	52.716684	53.165179	52.613647	53.046943	46.70277
ENSMUST00000025699	ENSMUSG00000024786	0	0	0	0	0	0	0	0	0
ENSMUST00000113528	ENSMUSG00000024786	0	0	0	0	0	0	0	0	0
ENSMUST00000025702	ENSMUSG00000024787	10.386659	11.119409	10.319303	9.664434	12.055114	12.885439	9.115874	8.850911	7.03513
ENSMUST00000124171	ENSMUSG00000024787	0	0	0	0	0	0	0	0	0
ENSMUST00000124964	ENSMUSG00000024787	0	0	0	0	0	0.257628	0	0	0
ENSMUST00000129076	ENSMUSG00000024787	1.235497	1.181965	1.280664	0.509575	0.281164	0.828834	0	0.163	0.518741
ENSMUST00000138931	ENSMUSG00000024787	1.940263	0	0	0	1.903203	0	0	0.539586	0
ENSMUST00000150718	ENSMUSG00000024787	0	0	1.570419	0.354632	0.498245	1.769066	1.015889	0	0.737307
ENSMUST00000154601	ENSMUSG00000024787	0	0	0	0	0	0	6.646243	0	0
ENSMUST00000025705	ENSMUSG00000024789	0	0	0	0	0	0	0	0	0
ENSMUST00000065796	ENSMUSG00000024789	4.725737	5.729733	4.566271	5.408416	4.032098	4.340527	5.138964	3.133753	3.180417
ENSMUST00000113533	ENSMUSG00000024790	6.625461	7.457391	6.059162	8.718957	9.323266	8.042458	6.542023	7.502005	9.472171
ENSMUST00000025704	ENSMUSG00000024791	0	0	0	0	0	0	0	0	0
ENSMUST00000152528	ENSMUSG00000024791	0.139484	0.268614	0.055854	0.113257	0	0	0.153697	0.178737	0.294771
ENSMUST00000156961	ENSMUSG00000024791	0	0	0	0	0	0.120885	0	0	0
ENSMUST00000025707	ENSMUSG00000024792	8.857146	9.47635	9.56635	7.878261	5.222077	7.079653	6.836094	6.421036	7.128554
ENSMUST00000159859	ENSMUSG00000024792	0	0	0	0	0	0.251614	0	0.220598	0.263403
ENSMUST00000160131	ENSMUSG00000024792	0	0	0.281148	0.762626	0.102111	0.2146	0.148304	0	0.092587
ENSMUST00000160357	ENSMUSG00000024792	0	0	0	0.2874	0	0.470503	1.107316	0.132922	0.287314
ENSMUST00000160444	ENSMUSG00000024792	0.492569	0.187969	0	0	0	0	0	0	0
ENSMUST00000160448	ENSMUSG00000024792	0	0	0	0	0	0	0	0	0
ENSMUST00000160712	ENSMUSG00000024792	0	2.735261	1.794261	0.930233	1.493943	2.963744	0	0	0
ENSMUST00000160977	ENSMUSG00000024792	3.253153	4.744125	1.719972	4.492099	4.18075	2.802067	4.878369	4.916061	1.579458
ENSMUST00000161548	ENSMUSG00000024792	0	0	0	0.538563	0	0	1.269492	0	0.552889
ENSMUST00000025706	ENSMUSG00000024793	0	0	0	0	0	0	0	0.112824	0
ENSMUST00000035275	ENSMUSG00000024793	0	0	0.18077	0	0.094918	0.088715	0.16188	0.116945	0.080414
ENSMUST00000127111	ENSMUSG00000024793	0	0	0	0	0	0	0	0	0
ENSMUST00000153619	ENSMUSG00000024793	0	0	0	0	0	0	0	0	0
ENSMUST00000087341	ENSMUSG00000024795	0.063711	0	0	0.151896	0.22	0.07934	0.062956	0.106442	0.088025
ENSMUST00000025711	ENSMUSG00000024797	6.313821	7.520446	6.906013	8.334098	6.752941	6.342691	6.942067	5.939896	5.479724
ENSMUST00000159211	ENSMUSG00000024797	0.827787	0.547231	0	0.807885	0.116702	0.56787	0	0	0.08998
ENSMUST00000159475	ENSMUSG00000024797	0	0	0	0	0	0	3.499437	0	0.500446
ENSMUST00000159832	ENSMUSG00000024797	1.65252	0.92829	0	0.434235	0.54279	0.070526	0.352572	0.436313	0.1297
ENSMUST00000159869	ENSMUSG00000024797	0.425744	0	0.338998	0	0	0	0	0	0
ENSMUST00000160233	ENSMUSG00000024797	0	0	0	0	0	0	0	0	0
ENSMUST00000160324	ENSMUSG00000024797	0	0	0	0	0	0.203404	0	0	0
ENSMUST00000160519	ENSMUSG00000024797	0	0	0	0.104456	0.124997	0	0.472923	0	0.207291
ENSMUST00000160590	ENSMUSG00000024797	3.572815	2.748627	2.356129	2.951394	1.766897	1.946548	4.052327	1.024411	1.460547
ENSMUST00000161222	ENSMUSG00000024797	0.948354	0	1.376318	0	0	0.924172	0.909142	0	0
ENSMUST00000161634	ENSMUSG00000024797	0	0	1.733448	0	0	0	0	1.183001	0
ENSMUST00000099505	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000164639	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000164781	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000165215	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000166074	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000170360	ENSMUSG00000024798	0	0	0	0	0	0	0	0	0
ENSMUST00000025713	ENSMUSG00000024799	78.353347	98.634188	115.159934	111.736271	133.742766	88.552738	142.827005	143.073729	130.897873
ENSMUST00000113543	ENSMUSG00000024799	1.075862	1.465058	2.908211	2.153444	2.145231	1.188444	0.694176	1.355154	1.240407
